hi_score,hc_score,di_score,dc_score,target_quadrant
19,22,15,17,Distributed-Collective
17,22,13,8,Hierarchical-Collective
10,22,15,21,Distributed-Collective
8,22,13,12,Hierarchical-Collective
10,22,11,25,Distributed-Collective
8,22,9,17,Hierarchical-Collective
19,22,11,8,Distributed-Collective
17,22,9,5,Hierarchical-Collective
19,22,11,8,Distributed-Collective
17,22,9,5,Hierarchical-Collective
10,22,15,17,Distributed-Collective
8,22,13,8,Hierarchical-Collective
14,14,17,5,Distributed-Collective
16,12,20,12,Distributed-Collective
18,22,8,12,Distributed-Individual
13,13,16,8,Distributed-Collective
21,13,20,8,Distributed-Collective
13,13,20,8,Distributed-Collective
19,21,5,12,Distributed-Individual
18,20,12,12,Distributed-Individual
16,21,5,12,Distributed-Individual
18,11,13,12,Distributed-Individual
17,21,10,5,Distributed-Individual
19,21,10,8,Distributed-Individual
18,20,16,8,Distributed-Individual
16,21,10,8,Distributed-Individual
18,11,17,8,Distributed-Individual
17,21,14,5,Distributed-Individual
19,21,5,8,Distributed-Individual
18,20,12,8,Distributed-Individual
16,21,5,8,Distributed-Individual
18,11,13,8,Distributed-Individual
17,21,10,5,Distributed-Individual
17,21,5,12,Distributed-Collective
16,12,14,12,Hierarchical-Individual
18,21,8,12,Distributed-Individual
17,21,5,12,Distributed-Collective
16,12,10,12,Hierarchical-Individual
18,21,5,12,Distributed-Individual
9,21,5,25,Distributed-Collective
8,12,10,25,Hierarchical-Individual
9,21,5,25,Distributed-Individual
9,21,5,17,Distributed-Collective
8,12,10,17,Hierarchical-Individual
9,21,5,17,Distributed-Individual
17,21,9,8,Distributed-Collective
16,12,18,8,Hierarchical-Individual
18,21,12,8,Distributed-Individual
17,21,5,8,Distributed-Collective
16,12,10,8,Hierarchical-Individual
18,21,5,8,Distributed-Individual
17,21,9,12,Distributed-Collective
16,12,18,12,Hierarchical-Individual
18,21,12,12,Distributed-Individual
9,21,5,21,Distributed-Collective
8,12,14,21,Hierarchical-Individual
9,21,8,21,Distributed-Individual
10,14,19,21,Hierarchical-Collective
18,14,15,12,Hierarchical-Collective
9,10,17,12,Hierarchical-Individual
9,13,19,21,Hierarchical-Individual
12,22,5,17,Hierarchical-Individual
12,22,5,25,Hierarchical-Individual
12,22,9,21,Hierarchical-Individual
12,22,9,17,Hierarchical-Individual
9,21,12,17,Distributed-Collective
6,22,12,8,Distributed-Collective
9,21,8,21,Distributed-Collective
6,22,8,12,Distributed-Collective
17,21,12,12,Distributed-Collective
14,22,12,5,Distributed-Collective
8,11,11,17,Hierarchical-Individual
7,10,15,25,Hierarchical-Collective
7,19,7,25,Hierarchical-Collective
15,20,15,17,Hierarchical-Collective
11,22,5,21,Distributed-Collective
9,24,7,21,Hierarchical-Collective
11,22,10,25,Distributed-Collective
9,24,11,25,Hierarchical-Collective
6,19,7,21,Distributed-Individual
5,11,16,21,Distributed-Individual
21,21,5,5,Hierarchical-Collective
19,13,21,8,Hierarchical-Collective
21,21,5,8,Hierarchical-Collective
19,13,17,17,Hierarchical-Collective
13,21,5,17,Hierarchical-Collective
10,13,21,25,Hierarchical-Collective
21,21,5,5,Hierarchical-Collective
19,13,21,12,Hierarchical-Collective
24,14,11,5,Distributed-Collective
16,22,11,8,Distributed-Collective
15,13,13,8,Distributed-Collective
17,19,5,5,Hierarchical-Individual
17,19,9,5,Hierarchical-Individual
9,19,5,12,Hierarchical-Individual
9,19,9,8,Hierarchical-Individual
9,19,9,8,Hierarchical-Individual
17,19,5,5,Hierarchical-Individual
21,21,6,8,Distributed-Collective
21,19,9,5,Distributed-Individual
7,12,18,21,Distributed-Collective
7,22,8,12,Distributed-Collective
8,22,11,21,Hierarchical-Collective
19,10,12,5,Distributed-Collective
17,22,5,12,Distributed-Individual
19,10,8,5,Distributed-Collective
17,22,5,12,Distributed-Individual
10,10,8,17,Distributed-Collective
9,22,5,25,Distributed-Individual
7,12,15,21,Hierarchical-Collective
9,21,6,21,Hierarchical-Individual
10,20,11,12,Hierarchical-Collective
8,21,5,12,Distributed-Collective
16,12,15,12,Hierarchical-Collective
17,21,6,12,Hierarchical-Individual
19,20,11,5,Hierarchical-Collective
16,21,5,5,Distributed-Collective
6,21,6,12,Hierarchical-Individual
14,21,6,5,Hierarchical-Individual
6,21,6,12,Hierarchical-Individual
7,21,15,17,Hierarchical-Individual
15,21,6,8,Hierarchical-Individual
10,15,16,17,Distributed-Collective
18,14,15,17,Hierarchical-Individual
15,15,20,17,Hierarchical-Individual
18,14,15,17,Hierarchical-Individual
15,15,20,17,Hierarchical-Individual
14,23,5,25,Hierarchical-Individual
11,19,7,17,Distributed-Collective
23,23,5,12,Hierarchical-Individual
20,19,5,5,Distributed-Collective
18,16,17,8,Hierarchical-Individual
16,24,8,8,Hierarchical-Collective
18,22,11,5,Distributed-Individual
22,20,5,17,Distributed-Collective
16,11,20,12,Distributed-Collective
19,22,16,12,Hierarchical-Collective
8,11,12,17,Distributed-Collective
10,22,8,17,Hierarchical-Collective
8,11,20,21,Distributed-Collective
10,22,16,21,Hierarchical-Collective
9,14,15,21,Distributed-Collective
10,21,9,21,Hierarchical-Collective
10,19,5,21,Hierarchical-Individual
9,21,7,21,Hierarchical-Collective
10,19,5,21,Distributed-Collective
14,23,9,17,Distributed-Individual
7,20,5,17,Hierarchical-Individual
21,15,18,5,Distributed-Collective
13,15,18,8,Distributed-Collective
8,22,5,21,Hierarchical-Individual
9,12,13,21,Distributed-Collective
10,23,5,21,Hierarchical-Individual
16,22,8,8,Hierarchical-Individual
17,12,17,8,Distributed-Collective
18,23,7,8,Hierarchical-Individual
12,21,5,21,Hierarchical-Collective
12,21,5,21,Hierarchical-Collective
17,12,10,12,Distributed-Individual
18,12,15,12,Hierarchical-Collective
17,12,18,12,Distributed-Individual
18,12,24,12,Hierarchical-Collective
20,13,9,12,Distributed-Collective
17,16,14,12,Distributed-Collective
20,13,9,12,Distributed-Collective
17,16,14,12,Distributed-Collective
20,13,18,8,Distributed-Collective
17,16,22,8,Distributed-Collective
11,13,13,25,Distributed-Collective
9,16,18,25,Distributed-Collective
8,23,12,17,Distributed-Collective
8,13,20,8,Hierarchical-Collective
11,15,19,8,Hierarchical-Individual
10,20,6,17,Hierarchical-Collective
7,22,7,17,Hierarchical-Individual
16,23,16,12,Distributed-Collective
16,13,24,5,Hierarchical-Collective
19,15,23,5,Hierarchical-Individual
18,20,10,12,Hierarchical-Collective
15,22,11,12,Hierarchical-Individual
8,23,16,17,Distributed-Collective
8,13,24,8,Hierarchical-Collective
11,15,23,8,Hierarchical-Individual
10,20,10,17,Hierarchical-Collective
7,22,11,17,Hierarchical-Individual
15,22,8,12,Distributed-Collective
9,11,19,25,Hierarchical-Collective
11,21,12,17,Hierarchical-Individual
10,19,6,25,Hierarchical-Collective
17,11,23,17,Hierarchical-Collective
19,21,16,8,Hierarchical-Individual
18,19,10,17,Hierarchical-Collective
9,12,22,25,Hierarchical-Individual
8,12,17,17,Distributed-Collective
9,12,18,21,Hierarchical-Individual
8,12,12,12,Distributed-Collective
9,12,14,21,Hierarchical-Individual
8,12,8,12,Distributed-Collective
16,21,8,5,Distributed-Collective
17,14,15,12,Hierarchical-Collective
17,15,18,5,Hierarchical-Individual
16,21,8,5,Distributed-Collective
17,14,15,8,Hierarchical-Collective
17,15,18,5,Hierarchical-Individual
8,21,12,12,Distributed-Collective
9,14,19,21,Hierarchical-Collective
8,15,22,12,Hierarchical-Individual
8,21,8,8,Distributed-Collective
9,14,15,17,Hierarchical-Collective
8,15,18,8,Hierarchical-Individual
17,14,20,12,Hierarchical-Individual
17,21,5,12,Distributed-Individual
15,20,6,12,Distributed-Collective
9,14,20,21,Hierarchical-Individual
8,21,5,21,Distributed-Individual
7,20,6,21,Distributed-Collective
18,24,12,12,Hierarchical-Individual
19,20,11,12,Hierarchical-Individual
21,23,12,5,Distributed-Individual
18,15,18,12,Hierarchical-Individual
20,14,21,12,Distributed-Collective
10,24,12,17,Hierarchical-Individual
11,20,11,17,Hierarchical-Individual
13,23,12,8,Distributed-Individual
10,15,18,17,Hierarchical-Individual
12,14,21,17,Distributed-Collective
18,24,8,12,Hierarchical-Individual
19,20,7,12,Hierarchical-Individual
21,23,8,5,Distributed-Individual
18,15,13,12,Hierarchical-Individual
20,14,17,12,Distributed-Collective
18,24,12,12,Hierarchical-Individual
19,20,11,12,Hierarchical-Individual
21,23,12,5,Distributed-Individual
18,15,18,12,Hierarchical-Individual
20,14,21,12,Distributed-Collective
6,16,17,12,Distributed-Collective
6,24,8,21,Hierarchical-Collective
11,13,14,21,Distributed-Individual
7,21,8,21,Distributed-Individual
15,16,17,8,Distributed-Collective
15,24,8,17,Hierarchical-Collective
19,13,14,17,Distributed-Individual
16,21,8,17,Distributed-Individual
6,16,17,12,Distributed-Collective
6,24,8,21,Hierarchical-Collective
11,13,14,21,Distributed-Individual
7,21,8,21,Distributed-Individual
6,16,12,8,Distributed-Collective
6,24,5,17,Hierarchical-Collective
11,13,10,17,Distributed-Individual
7,21,5,17,Distributed-Individual
7,16,17,21,Distributed-Collective
6,24,6,21,Distributed-Individual
15,16,17,12,Distributed-Collective
14,24,6,12,Distributed-Individual
11,22,5,25,Distributed-Individual
11,21,5,25,Hierarchical-Collective
22,20,5,12,Distributed-Collective
18,12,17,5,Hierarchical-Collective
20,10,14,5,Hierarchical-Collective
18,13,18,12,Distributed-Individual
17,21,7,8,Distributed-Individual
19,21,5,8,Hierarchical-Individual
17,10,14,8,Hierarchical-Individual
20,19,5,12,Distributed-Individual
20,19,5,8,Distributed-Individual
11,19,5,21,Distributed-Individual
20,19,5,12,Distributed-Individual
18,23,7,5,Distributed-Collective
21,20,5,12,Distributed-Individual
21,15,14,5,Distributed-Individual
21,21,7,5,Hierarchical-Individual
18,12,10,12,Distributed-Collective
10,23,7,12,Distributed-Collective
13,20,5,21,Distributed-Individual
13,15,14,12,Distributed-Individual
12,21,7,12,Hierarchical-Individual
10,12,10,21,Distributed-Collective
11,13,9,21,Distributed-Individual
7,12,13,12,Hierarchical-Individual
7,24,5,12,Distributed-Individual
19,13,13,12,Distributed-Individual
16,12,17,5,Hierarchical-Individual
15,24,6,5,Distributed-Individual
7,19,8,17,Distributed-Individual
11,12,24,25,Distributed-Individual
14,23,5,12,Hierarchical-Collective
14,23,5,12,Distributed-Individual
16,17,15,12,Hierarchical-Individual
10,13,17,12,Hierarchical-Individual
7,20,16,21,Hierarchical-Collective
18,13,12,5,Hierarchical-Individual
15,20,12,8,Hierarchical-Collective
10,13,17,17,Hierarchical-Individual
7,20,16,25,Hierarchical-Collective
18,19,5,12,Distributed-Collective
18,21,5,5,Hierarchical-Individual
16,11,17,12,Distributed-Collective
18,21,6,12,Hierarchical-Collective
18,20,5,12,Distributed-Collective
15,19,5,5,Hierarchical-Collective
18,19,5,17,Distributed-Collective
18,21,5,8,Hierarchical-Individual
16,11,17,17,Distributed-Collective
18,21,6,17,Hierarchical-Collective
18,20,5,17,Distributed-Collective
15,19,5,8,Hierarchical-Collective
18,19,10,8,Hierarchical-Individual
16,22,9,8,Hierarchical-Collective
17,22,12,8,Distributed-Individual
9,19,5,8,Distributed-Individual
17,19,5,5,Distributed-Individual
11,21,5,25,Distributed-Collective
8,18,15,21,Distributed-Individual
6,21,9,12,Distributed-Individual
9,18,10,21,Distributed-Collective
6,19,17,21,Distributed-Individual
10,24,15,21,Distributed-Individual
9,15,25,21,Distributed-Collective
10,24,10,21,Distributed-Individual
9,15,20,21,Distributed-Collective
10,24,10,21,Distributed-Individual
9,15,20,21,Distributed-Collective
14,13,21,8,Distributed-Collective
14,13,21,12,Distributed-Collective
16,13,19,12,Hierarchical-Collective
17,12,17,5,Hierarchical-Individual
14,23,14,5,Hierarchical-Individual
9,14,16,12,Hierarchical-Individual
9,21,5,12,Distributed-Individual
10,15,8,17,Distributed-Collective
10,24,8,8,Hierarchical-Individual
8,20,8,17,Hierarchical-Collective
17,13,17,17,Distributed-Individual
18,12,25,17,Hierarchical-Individual
13,20,6,17,Distributed-Individual
9,22,9,17,Hierarchical-Collective
10,20,12,17,Distributed-Collective
13,11,15,17,Distributed-Individual
18,15,17,12,Distributed-Individual
18,24,9,12,Distributed-Collective
18,15,21,12,Distributed-Individual
18,24,13,12,Distributed-Collective
9,15,13,21,Distributed-Individual
10,24,5,21,Distributed-Collective
18,15,17,12,Distributed-Individual
18,24,9,12,Distributed-Collective
9,15,21,21,Distributed-Individual
10,24,13,21,Distributed-Collective
16,20,5,5,Hierarchical-Collective
6,20,14,17,Distributed-Individual
6,21,12,17,Distributed-Individual
10,22,11,25,Distributed-Individual
12,20,10,17,Hierarchical-Individual
12,19,7,17,Distributed-Collective
11,22,5,8,Distributed-Individual
11,22,11,17,Hierarchical-Collective
20,20,6,17,Hierarchical-Individual
20,19,5,17,Distributed-Collective
20,22,5,8,Distributed-Individual
19,22,7,17,Hierarchical-Collective
16,24,5,17,Hierarchical-Individual
16,21,5,8,Hierarchical-Individual
15,23,5,17,Hierarchical-Individual
16,24,9,8,Hierarchical-Individual
16,21,5,5,Hierarchical-Individual
15,23,7,8,Hierarchical-Individual
7,24,9,25,Hierarchical-Individual
8,21,5,17,Hierarchical-Individual
7,23,7,25,Hierarchical-Individual
7,24,5,17,Hierarchical-Individual
8,21,5,8,Hierarchical-Individual
7,23,5,17,Hierarchical-Individual
18,21,6,5,Distributed-Individual
15,23,6,8,Distributed-Collective
15,23,11,8,Distributed-Individual
18,21,6,8,Distributed-Individual
15,23,6,17,Distributed-Collective
15,23,11,17,Distributed-Individual
9,21,10,17,Distributed-Individual
7,23,10,25,Distributed-Collective
7,23,15,25,Distributed-Individual
17,23,11,5,Distributed-Collective
18,23,7,12,Hierarchical-Collective
19,22,10,12,Hierarchical-Collective
17,23,11,5,Distributed-Collective
18,23,7,12,Hierarchical-Collective
19,22,10,12,Hierarchical-Collective
9,23,7,8,Distributed-Collective
10,23,5,17,Hierarchical-Collective
10,22,5,17,Hierarchical-Collective
9,23,14,25,Hierarchical-Individual
9,23,14,21,Hierarchical-Individual
7,13,15,17,Distributed-Collective
12,21,9,25,Distributed-Collective
13,21,12,25,Distributed-Collective
12,21,5,17,Distributed-Collective
13,21,8,17,Distributed-Collective
13,20,10,12,Hierarchical-Individual
13,22,16,21,Hierarchical-Individual
12,20,11,21,Distributed-Collective
16,23,12,17,Hierarchical-Individual
19,23,5,17,Hierarchical-Individual
7,21,5,21,Distributed-Collective
10,19,6,21,Hierarchical-Collective
8,21,8,21,Hierarchical-Individual
9,21,6,12,Distributed-Individual
7,21,5,21,Distributed-Collective
10,19,6,21,Hierarchical-Collective
8,21,8,21,Hierarchical-Individual
9,21,6,12,Distributed-Individual
10,11,18,25,Hierarchical-Individual
10,18,10,25,Distributed-Collective
19,11,13,12,Hierarchical-Individual
19,18,6,12,Distributed-Collective
14,18,5,25,Distributed-Collective
8,22,5,8,Distributed-Collective
9,10,10,17,Distributed-Individual
11,13,10,17,Distributed-Individual
12,19,5,8,Hierarchical-Collective
11,11,12,17,Hierarchical-Individual
12,20,5,8,Hierarchical-Individual
8,22,7,8,Distributed-Collective
9,10,14,17,Distributed-Individual
11,13,14,17,Distributed-Individual
12,19,8,8,Hierarchical-Collective
11,11,16,17,Hierarchical-Individual
12,20,5,8,Hierarchical-Individual
8,22,11,8,Distributed-Collective
9,10,18,17,Distributed-Individual
11,13,18,17,Distributed-Individual
12,19,12,8,Hierarchical-Collective
11,11,20,17,Hierarchical-Individual
12,20,10,8,Hierarchical-Individual
20,21,5,12,Hierarchical-Collective
12,21,5,17,Hierarchical-Collective
12,21,5,21,Hierarchical-Collective
12,21,5,17,Hierarchical-Collective
10,24,12,21,Hierarchical-Collective
15,20,5,12,Hierarchical-Individual
7,20,5,21,Hierarchical-Individual
12,11,11,25,Hierarchical-Collective
9,11,14,25,Distributed-Collective
12,11,20,17,Hierarchical-Collective
9,11,22,17,Distributed-Collective
20,11,11,17,Hierarchical-Collective
18,11,14,17,Distributed-Collective
9,18,9,17,Hierarchical-Collective
9,11,20,17,Distributed-Collective
9,18,10,17,Distributed-Individual
8,18,12,8,Hierarchical-Individual
9,18,5,21,Hierarchical-Collective
9,11,11,21,Distributed-Collective
9,18,5,21,Distributed-Individual
8,18,5,12,Hierarchical-Individual
9,18,5,17,Hierarchical-Collective
9,11,15,17,Distributed-Collective
9,18,5,17,Distributed-Individual
8,18,8,8,Hierarchical-Individual
17,18,9,17,Hierarchical-Collective
17,11,20,17,Distributed-Collective
17,18,10,17,Distributed-Individual
17,18,12,8,Hierarchical-Individual
9,21,17,21,Hierarchical-Individual
9,24,14,21,Distributed-Individual
12,13,19,21,Distributed-Collective
10,15,24,21,Distributed-Individual
17,21,5,12,Distributed-Collective
8,21,5,21,Distributed-Collective
8,21,5,25,Distributed-Collective
18,13,17,8,Distributed-Individual
16,19,10,8,Hierarchical-Individual
20,14,25,8,Distributed-Collective
18,13,17,17,Distributed-Individual
16,19,10,17,Hierarchical-Individual
20,14,25,17,Distributed-Collective
20,12,21,12,Hierarchical-Individual
19,14,19,12,Distributed-Individual
20,22,5,12,Hierarchical-Collective
12,12,21,21,Hierarchical-Individual
11,14,19,21,Distributed-Individual
11,22,5,21,Hierarchical-Collective
20,21,12,12,Distributed-Collective
21,23,8,12,Distributed-Individual
21,22,12,12,Hierarchical-Individual
18,24,12,12,Hierarchical-Collective
11,22,12,21,Hierarchical-Collective
10,21,11,21,Distributed-Collective
11,21,7,21,Hierarchical-Collective
21,22,5,12,Distributed-Collective
21,22,8,12,Distributed-Collective
13,22,5,21,Distributed-Collective
9,19,10,21,Distributed-Individual
8,13,15,21,Distributed-Individual
6,22,12,21,Hierarchical-Individual
19,15,19,5,Hierarchical-Collective
19,15,23,8,Hierarchical-Collective
19,15,23,5,Hierarchical-Collective
7,16,16,25,Hierarchical-Individual
7,21,7,17,Hierarchical-Collective
7,16,12,21,Hierarchical-Individual
7,21,5,12,Hierarchical-Collective
10,12,17,21,Hierarchical-Individual
6,12,25,25,Hierarchical-Collective
14,12,25,12,Hierarchical-Collective
19,25,5,8,Distributed-Collective
18,16,13,8,Distributed-Individual
22,22,5,5,Distributed-Individual
11,25,7,21,Distributed-Collective
10,16,17,21,Distributed-Individual
13,22,8,12,Distributed-Individual
18,20,8,5,Distributed-Collective
16,11,18,8,Distributed-Individual
18,13,18,8,Hierarchical-Individual
17,12,19,5,Distributed-Collective
19,12,24,8,Hierarchical-Collective
10,20,8,12,Distributed-Collective
7,11,18,21,Distributed-Individual
10,13,18,21,Hierarchical-Individual
9,12,19,12,Distributed-Collective
11,12,24,21,Hierarchical-Collective
10,13,22,12,Distributed-Individual
14,23,15,12,Distributed-Individual
14,22,12,12,Hierarchical-Individual
13,23,12,12,Hierarchical-Individual
13,20,14,12,Distributed-Collective
